record_id,sample,raw_symbol,label
100,51056,N,N
100,51339,N,N
100,51626,N,N
100,51921,N,N
100,52216,N,N
100,52506,N,N
100,52784,N,N
100,53063,N,N
100,53341,N,N
100,53631,N,N
100,53923,N,N
100,54219,N,N
100,54507,N,N
100,54784,N,N
100,55064,N,N
100,55343,N,N
100,55625,N,N
100,55908,N,N
100,56207,N,N
100,56502,N,N
100,56784,N,N
100,57055,N,N
100,57333,N,N
100,57615,N,N
100,57900,N,N
100,58192,N,N
100,58490,N,N
100,58788,N,N
100,59077,N,N
100,59354,N,N
100,59631,N,N
100,59919,N,N
100,60214,N,N
100,60515,N,N
100,60817,N,N
100,61105,N,N
100,61391,N,N
100,61680,N,N
100,61963,N,N
100,62247,N,N
100,62547,N,N
100,62852,N,N
100,63154,N,N
100,63438,N,N
100,63711,N,N
100,63998,N,N
100,64288,N,N
100,64581,N,N
100,64876,N,N
100,65174,N,N
100,65464,N,N
100,65750,N,N
100,66030,N,N
100,66307,N,N
100,66604,N,N
100,66792,A,S
100,67130,N,N
100,67434,N,N
100,67728,N,N
100,68007,N,N
100,68302,N,N
100,68594,N,N
100,68886,N,N
100,69191,N,N
100,69503,N,N
100,69796,N,N
100,70073,N,N
100,70357,N,N
100,70643,N,N
100,70941,N,N
100,71240,N,N
100,71539,N,N
100,71845,N,N
100,72138,N,N
100,72417,N,N
100,72703,N,N
100,72998,N,N
100,73301,N,N
100,73611,N,N
100,73911,N,N
100,74196,N,N
100,74483,N,N
100,74767,N,N
100,74986,A,S
100,75332,N,N
100,75632,N,N
100,75934,N,N
100,76233,N,N
100,76515,N,N
100,76785,N,N
100,77074,N,N
100,77366,N,N
100,77663,N,N
100,77954,N,N
100,78251,N,N
100,78539,N,N
100,78824,N,N
100,79100,N,N
100,79386,N,N
100,79689,N,N
100,79991,N,N
100,80290,N,N
100,80583,N,N
100,80868,N,N
100,81152,N,N
100,81439,N,N
100,81730,N,N
100,82030,N,N
100,82335,N,N
100,82636,N,N
100,82927,N,N
100,83209,N,N
100,83492,N,N
100,83794,N,N
100,84103,N,N
100,84407,N,N
100,84709,N,N
100,85010,N,N
100,85303,N,N
100,85580,N,N
100,85870,N,N
100,86171,N,N
100,86478,N,N
100,86780,N,N
100,87079,N,N
100,87364,N,N
100,87652,N,N
100,87941,N,N
100,88232,N,N
100,88530,N,N
100,88834,N,N
100,89135,N,N
100,89421,N,N
100,89703,N,N
100,89988,N,N
100,90286,N,N
100,90590,N,N
100,90885,N,N
100,91190,N,N
100,91481,N,N
100,91761,N,N
100,92046,N,N
100,92338,N,N
100,92633,N,N
100,92944,N,N
100,93246,N,N
100,93534,N,N
100,93824,N,N
100,94102,N,N
100,94395,N,N
100,94693,N,N
100,94996,N,N
100,95298,N,N
100,95606,N,N
100,95893,N,N
100,96171,N,N
100,96450,N,N
100,96746,N,N
100,97050,N,N
100,97348,N,N
100,97644,N,N
100,97936,N,N
100,98228,N,N
100,98508,N,N
100,98789,N,N
100,99084,N,N
100,99382,N,N
100,99579,A,S
100,99930,N,N
100,100218,N,N
100,100496,N,N
100,100781,N,N
100,101071,N,N
100,101361,N,N
100,101653,N,N
100,101941,N,N
100,102234,N,N
100,102516,N,N
100,102793,N,N
100,103074,N,N
100,103371,N,N
100,103669,N,N
100,103964,N,N
100,104261,N,N
100,104545,N,N
100,104830,N,N
100,105118,N,N
100,105407,N,N
100,105707,N,N
100,106015,N,N
100,106314,N,N
100,106600,N,N
100,106882,N,N
100,107159,N,N
100,107453,N,N
100,107750,N,N
100,108045,N,N
100,108342,N,N
100,108643,N,N
100,108926,N,N
100,109199,N,N
100,109486,N,N
100,109772,N,N
100,110076,N,N
100,110374,N,N
100,110673,N,N
100,110963,N,N
100,111244,N,N
100,111524,N,N
100,111810,N,N
100,112108,N,N
100,112405,N,N
100,112710,N,N
100,113000,N,N
100,113281,N,N
100,113562,N,N
100,113850,N,N
100,114142,N,N
100,114428,N,N
100,114716,N,N
100,115000,N,N
100,115280,N,N
100,115547,N,N
100,115815,N,N
100,116084,N,N
100,116369,N,N
100,116654,N,N
100,116939,N,N
100,117213,N,N
100,117494,N,N
100,117766,N,N
100,118044,N,N
100,118323,N,N
100,118607,N,N
100,118911,N,N
100,119215,N,N
100,119509,N,N
100,119791,N,N
100,120077,N,N
100,120376,N,N
100,120676,N,N
100,120990,N,N
100,121300,N,N
100,121604,N,N
100,121889,N,N
100,122170,N,N
100,122460,N,N
100,122750,N,N
100,123050,N,N
100,123360,N,N
100,123664,N,N
100,123936,N,N
100,124221,N,N
100,124507,N,N
100,124775,N,N
100,125060,N,N
100,125355,N,N
100,125648,N,N
100,125926,N,N
100,126203,N,N
100,126476,N,N
100,126746,N,N
100,127025,N,N
100,127313,N,N
100,127603,N,N
100,127892,N,N
100,128085,A,S
100,128423,N,N
100,128698,N,N
100,128958,N,N
100,129230,N,N
100,129519,N,N
100,129798,N,N
100,130057,N,N
100,130318,N,N
100,130568,N,N
100,130818,N,N
100,131073,N,N
100,131326,N,N
100,131584,N,N
100,131851,N,N
100,132122,N,N
100,132381,N,N
100,132629,N,N
100,132883,N,N
100,133132,N,N
100,133390,N,N
100,133662,N,N
100,133933,N,N
100,134197,N,N
100,134463,N,N
100,134737,N,N
100,134990,N,N
100,135243,N,N
100,135504,N,N
100,135780,N,N
100,136061,N,N
100,136350,N,N
100,136630,N,N
100,136899,N,N
100,137170,N,N
100,137449,N,N
100,137729,N,N
100,138008,N,N
100,138304,N,N
100,138598,N,N
100,138888,N,N
100,139164,N,N
100,139440,N,N
100,139719,N,N
100,140009,N,N
100,140302,N,N
100,140599,N,N
100,140881,N,N
100,141152,N,N
100,141423,N,N
100,141684,N,N
100,141943,N,N
100,142207,N,N
100,142479,N,N
100,142747,N,N
100,143010,N,N
100,143265,N,N
100,143515,N,N
100,143766,N,N
100,144025,N,N
100,144286,N,N
100,144557,N,N
100,144832,N,N
100,145111,N,N
100,145381,N,N
100,145647,N,N
100,145902,N,N
100,146170,N,N
100,146445,N,N
100,146737,N,N
100,147013,N,N
100,147290,N,N
100,147565,N,N
100,147832,N,N
100,148099,N,N
100,148363,N,N
100,148637,N,N
100,148916,N,N
100,149204,N,N
100,149488,N,N
100,149768,N,N
100,150030,N,N
100,150303,N,N
100,150575,N,N
100,150849,N,N
100,151122,N,N
100,151407,N,N
100,151700,N,N
100,151974,N,N
100,152237,N,N
100,152510,N,N
100,152781,N,N
100,153067,N,N
100,153362,N,N
100,153644,N,N
100,153922,N,N
100,154193,N,N
100,154470,N,N
100,154741,N,N
100,155009,N,N
100,155291,N,N
100,155588,N,N
100,155865,N,N
100,156132,N,N
100,156395,N,N
100,156648,N,N
100,156906,N,N
100,157168,N,N
100,157430,N,N
100,157695,N,N
100,157960,N,N
100,158233,N,N
100,158489,N,N
100,158730,N,N
100,158974,N,N
100,159225,N,N
100,159479,N,N
100,159738,N,N
100,160001,N,N
100,160260,N,N
100,160507,N,N
100,160755,N,N
100,161005,N,N
100,161254,N,N
100,161499,N,N
100,161764,N,N
100,162035,N,N
100,162308,N,N
100,162573,N,N
100,162835,N,N
100,163093,N,N
100,163362,N,N
100,163629,N,N
100,163899,N,N
100,164182,N,N
100,164461,N,N
100,164731,N,N
100,164991,N,N
100,165246,N,N
100,165499,N,N
100,165756,N,N
100,166032,N,N
100,166301,N,N
100,166570,N,N
100,166841,N,N
100,167111,N,N
100,167371,N,N
100,167641,N,N
100,167912,N,N
100,168191,N,N
100,168484,N,N
100,168784,N,N
100,169074,N,N
100,169349,N,N
100,169629,N,N
100,169907,N,N
100,170201,N,N
100,170495,N,N
100,170719,A,S
100,171074,N,N
100,171371,N,N
100,171652,N,N
100,171921,N,N
100,172199,N,N
100,172481,N,N
100,172776,N,N
100,173067,N,N
100,173351,N,N
100,173629,N,N
100,173907,N,N
100,174176,N,N
100,174451,N,N
100,174737,N,N
100,175023,N,N
100,175323,N,N
100,175608,N,N
100,175877,N,N
100,176145,N,N
100,176427,N,N
100,176698,N,N
100,176975,N,N
100,177248,N,N
100,177523,N,N
100,177797,N,N
100,178059,N,N
100,178316,N,N
100,178578,N,N
100,178841,N,N
100,179117,N,N
100,179388,N,N
100,179662,N,N
100,179927,N,N
100,180182,N,N
100,180443,N,N
100,180705,N,N
100,180964,N,N
100,181236,N,N
100,181523,N,N
100,181811,N,N
100,182084,N,N
100,182353,N,N
100,182624,N,N
100,182896,N,N
100,183181,N,N
100,183475,N,N
100,183778,N,N
100,184071,N,N
100,184361,N,N
100,184649,N,N
100,184933,N,N
100,185213,N,N
100,185510,N,N
100,185828,N,N
100,186137,N,N
100,186428,N,N
100,186717,N,N
100,187005,N,N
100,187291,N,N
100,187577,N,N
100,187872,N,N
100,188179,N,N
100,188481,N,N
100,188763,N,N
100,189043,N,N
100,189330,N,N
100,189624,N,N
100,189929,N,N
100,190228,N,N
100,190529,N,N
100,190820,N,N
100,191112,N,N
100,191395,N,N
100,191674,N,N
100,191977,N,N
100,192281,N,N
100,192575,N,N
100,192862,N,N
100,193146,N,N
100,193423,N,N
100,193703,N,N
100,193994,N,N
100,194281,N,N
100,194574,N,N
100,194868,N,N
100,195156,N,N
100,195426,N,N
100,195701,N,N
100,195978,N,N
100,196268,N,N
100,196560,N,N
100,196847,N,N
100,197132,N,N
100,197414,N,N
100,197685,N,N
100,197950,N,N
100,198224,N,N
100,198504,N,N
100,198791,N,N
100,199075,N,N
100,199353,N,N
100,199619,N,N
100,199894,N,N
100,200161,N,N
100,200434,N,N
100,200714,N,N
100,200993,N,N
100,201271,N,N
100,201545,N,N
100,201806,N,N
100,202067,N,N
100,202339,N,N
100,202614,N,N
100,202896,N,N
100,203182,N,N
100,203468,N,N
100,203741,N,N
100,204021,N,N
100,204299,N,N
100,204574,N,N
100,204854,N,N
100,205158,N,N
100,205459,N,N
100,205737,N,N
100,206016,N,N
100,206288,N,N
100,206567,N,N
100,206844,N,N
100,207130,N,N
100,207421,N,N
100,207724,N,N
100,208004,N,N
100,208277,N,N
100,208548,N,N
100,208822,N,N
100,209100,N,N
100,209392,N,N
100,209683,N,N
100,209973,N,N
100,210256,N,N
100,210534,N,N
100,210809,N,N
100,211085,N,N
100,211364,N,N
100,211654,N,N
100,211951,N,N
100,212228,N,N
100,212502,N,N
100,212777,N,N
100,213058,N,N
100,213326,N,N
100,213606,N,N
100,213894,N,N
100,214181,N,N
100,214465,N,N
100,214738,N,N
100,215005,N,N
100,215280,N,N
100,215563,N,N
100,215850,N,N
100,216141,N,N
100,216431,N,N
100,216710,N,N
100,216990,N,N
100,217268,N,N
100,217547,N,N
100,217824,N,N
100,218122,N,N
100,218416,N,N
100,218703,N,N
100,218972,N,N
100,219246,N,N
100,219529,N,N
100,219813,N,N
100,220098,N,N
100,220391,N,N
100,220691,N,N
100,220977,N,N
100,221252,N,N
100,221527,N,N
100,221804,N,N
100,222081,N,N
100,222375,N,N
100,222666,N,N
100,222951,N,N
100,223227,N,N
100,223507,N,N
100,223783,N,N
100,224047,N,N
100,224328,N,N
100,224621,N,N
100,224915,N,N
100,225195,N,N
100,225472,N,N
100,225743,N,N
100,226024,N,N
100,226296,N,N
100,226573,N,N
100,226863,N,N
100,227144,N,N
100,227427,N,N
100,227702,N,N
100,227975,N,N
100,228238,N,N
100,228516,N,N
100,228808,N,N
100,229094,N,N
100,229376,N,N
100,229660,N,N
100,229936,N,N
100,230214,N,N
100,230485,N,N
100,230761,N,N
100,231058,N,N
100,231357,N,N
100,231638,N,N
100,231913,N,N
100,232190,N,N
100,232459,N,N
100,232732,N,N
100,233016,N,N
100,233301,N,N
100,233588,N,N
100,233875,N,N
100,234151,N,N
100,234415,N,N
100,234684,N,N
100,234959,N,N
100,235249,N,N
100,235547,N,N
100,235828,N,N
100,236108,N,N
100,236390,N,N
100,236664,N,N
100,236927,N,N
100,237205,N,N
100,237495,N,N
100,237783,N,N
100,238070,N,N
100,238343,N,N
100,238610,N,N
100,238884,N,N
100,239157,N,N
100,239433,N,N
100,239717,N,N
100,239996,N,N
100,240266,N,N
100,240541,N,N
100,240809,N,N
100,241065,N,N
100,241318,N,N
100,241588,N,N
100,241855,N,N
100,242114,N,N
100,242373,N,N
100,242632,N,N
100,242879,N,N
100,243132,N,N
100,243388,N,N
100,243643,N,N
100,243908,N,N
100,244191,N,N
100,244461,N,N
100,244729,N,N
100,244984,N,N
100,245246,N,N
100,245515,N,N
100,245791,N,N
100,246065,N,N
100,246352,N,N
100,246647,N,N
100,246935,N,N
100,247201,N,N
100,247469,N,N
100,247742,N,N
100,248017,N,N
100,248300,N,N
100,248586,N,N
100,248878,N,N
100,249158,N,N
100,249433,N,N
100,249706,N,N
100,249988,N,N
100,250273,N,N
100,250558,N,N
100,250858,N,N
100,251160,N,N
100,251441,N,N
100,251710,N,N
100,251994,N,N
100,252285,N,N
100,252584,N,N
100,252868,N,N
100,253159,N,N
100,253456,N,N
100,253741,N,N
100,254010,N,N
100,254282,N,N
100,254585,N,N
100,254891,N,N
100,255170,N,N
100,255453,N,N
100,255738,N,N
100,256027,N,N
100,256295,N,N
100,256572,N,N
100,256860,N,N
100,257157,N,N
100,257439,N,N
100,257710,N,N
100,257966,N,N
100,258226,N,N
100,258478,N,N
100,258737,N,N
100,259005,N,N
100,259280,N,N
100,259541,N,N
100,259811,N,N
100,260076,N,N
100,260334,N,N
100,260585,N,N
100,260852,N,N
100,261132,N,N
100,261417,N,N
100,261690,N,N
100,261968,N,N
100,262241,N,N
100,262516,N,N
100,262789,N,N
100,263062,N,N
100,263350,N,N
100,263641,N,N
100,263931,N,N
100,264217,N,N
100,264499,N,N
100,264772,N,N
100,265062,N,N
100,265354,N,N
100,265651,N,N
100,265947,N,N
100,266238,N,N
100,266528,N,N
100,266815,N,N
100,267099,N,N
100,267375,N,N
100,267679,N,N
100,267978,N,N
100,268260,N,N
100,268544,N,N
100,268823,N,N
100,269102,N,N
100,269384,N,N
100,269669,N,N
100,269960,N,N
100,270257,N,N
100,270550,N,N
100,270821,N,N
100,271094,N,N
100,271370,N,N
100,271656,N,N
100,271952,N,N
100,272244,N,N
100,272533,N,N
100,272839,N,N
100,273123,N,N
100,273394,N,N
100,273675,N,N
100,273967,N,N
100,274264,N,N
100,274560,N,N
100,274852,N,N
100,275131,N,N
100,275403,N,N
100,275671,N,N
100,275949,N,N
100,276235,N,N
100,276516,N,N
100,276804,N,N
100,277102,N,N
100,277388,N,N
100,277649,N,N
100,277923,N,N
100,278211,N,N
100,278518,N,N
100,278814,N,N
100,279098,N,N
100,279382,N,N
100,279576,A,S
100,279918,N,N
100,280209,N,N
100,280511,N,N
100,280814,N,N
100,281110,N,N
100,281402,N,N
100,281682,N,N
100,281955,N,N
100,282232,N,N
100,282513,N,N
100,282801,N,N
100,283096,N,N
100,283389,N,N
100,283672,N,N
100,283944,N,N
100,284216,N,N
100,284491,N,N
100,284778,N,N
100,285073,N,N
100,285363,N,N
100,285653,N,N
100,285936,N,N
100,286210,N,N
100,286486,N,N
100,286763,N,N
100,287051,N,N
100,287353,N,N
100,287655,N,N
100,287944,N,N
100,288225,N,N
100,288506,N,N
100,288792,N,N
100,289076,N,N
100,289373,N,N
100,289667,N,N
100,289971,N,N
100,290257,N,N
100,290538,N,N
100,290813,N,N
100,291109,N,N
100,291407,N,N
100,291696,N,N
100,291990,N,N
100,292281,N,N
100,292566,N,N
100,292844,N,N
100,293123,N,N
100,293411,N,N
100,293712,N,N
100,294011,N,N
100,294296,N,N
100,294581,N,N
100,294857,N,N
100,295142,N,N
100,295421,N,N
100,295717,N,N
100,296013,N,N
100,296319,N,N
100,296611,N,N
100,296889,N,N
100,297169,N,N
100,297450,N,N
100,297738,N,N
100,298032,N,N
100,298334,N,N
100,298627,N,N
100,298920,N,N
100,299206,N,N
100,299483,N,N
100,299756,N,N
100,300051,N,N
100,300360,N,N
100,300662,N,N
100,300940,N,N
100,301210,N,N
100,301494,N,N
100,301781,N,N
100,302063,N,N
100,302347,N,N
100,302644,N,N
100,302947,N,N
100,303240,N,N
100,303503,N,N
100,303773,N,N
100,304065,N,N
100,304361,N,N
100,304639,N,N
100,304923,N,N
100,305211,N,N
100,305497,N,N
100,305709,A,S
100,306035,N,N
100,306337,N,N
100,306641,N,N
100,306943,N,N
100,307234,N,N
100,307514,N,N
100,307745,A,S
100,308062,N,N
100,308349,N,N
100,308625,N,N
100,308912,N,N
100,309216,N,N
100,309515,N,N
100,309780,N,N
100,310052,N,N
100,310332,N,N
100,310626,N,N
100,310914,N,N
100,311199,N,N
100,311488,N,N
100,311783,N,N
100,312062,N,N
100,312327,N,N
100,312605,N,N
100,312825,A,S
100,313193,N,N
100,313508,N,N
100,313808,N,N
100,314090,N,N
100,314373,N,N
100,314664,N,N
100,314952,N,N
100,315245,N,N
100,315541,N,N
100,315843,N,N
100,316136,N,N
100,316415,N,N
100,316693,N,N
100,316980,N,N
100,317266,N,N
100,317560,N,N
100,317785,A,S
100,318145,N,N
100,318438,N,N
100,318729,N,N
100,319011,N,N
100,319223,A,S
100,319586,N,N
100,319904,N,N
100,320205,N,N
100,320493,N,N
100,320786,N,N
100,321072,N,N
100,321371,N,N
100,321663,N,N
100,321968,N,N
100,322275,N,N
100,322573,N,N
100,322856,N,N
100,323138,N,N
100,323425,N,N
100,323730,N,N
100,324044,N,N
100,324340,N,N
100,324641,N,N
100,324929,N,N
100,325215,N,N
100,325495,N,N
100,325782,N,N
100,326088,N,N
100,326395,N,N
100,326698,N,N
100,326986,N,N
100,327276,N,N
100,327566,N,N
100,327858,N,N
100,328149,N,N
100,328452,N,N
100,328753,N,N
100,329056,N,N
100,329339,N,N
100,329619,N,N
100,329912,N,N
100,330216,N,N
100,330524,N,N
100,330819,N,N
100,331124,N,N
100,331411,N,N
100,331704,N,N
100,331989,N,N
100,332279,N,N
100,332588,N,N
100,332897,N,N
100,333199,N,N
100,333479,N,N
100,333768,N,N
100,334056,N,N
100,334348,N,N
100,334643,N,N
100,334943,N,N
100,335248,N,N
100,335543,N,N
100,335823,N,N
100,336100,N,N
100,336385,N,N
100,336679,N,N
100,336979,N,N
100,337281,N,N
100,337571,N,N
100,337862,N,N
100,338145,N,N
100,338432,N,N
100,338720,N,N
100,339025,N,N
100,339327,N,N
100,339634,N,N
100,339926,N,N
100,340205,N,N
100,340492,N,N
100,340780,N,N
100,341075,N,N
100,341379,N,N
100,341684,N,N
100,341974,N,N
100,342266,N,N
100,342547,N,N
100,342822,N,N
100,343115,N,N
100,343409,N,N
100,343705,N,N
100,343995,N,N
100,344279,N,N
100,344556,N,N
100,344843,N,N
100,345129,N,N
100,345415,N,N
100,345722,N,N
100,346017,N,N
100,346308,N,N
100,346596,N,N
100,346804,A,S
100,347147,N,N
100,347454,N,N
100,347759,N,N
100,348063,N,N
100,348367,N,N
100,348658,N,N
100,348934,N,N
100,349221,N,N
100,349502,N,N
100,349804,N,N
100,350112,N,N
100,350410,N,N
100,350692,N,N
100,350980,N,N
100,351265,N,N
100,351481,A,S
100,351821,N,N
100,352115,N,N
100,352416,N,N
100,352711,N,N
100,352986,N,N
100,353257,N,N
100,353547,N,N
100,353832,N,N
100,354128,N,N
100,354426,N,N
100,354717,N,N
100,355015,N,N
100,355302,N,N
100,355579,N,N
100,355858,N,N
100,356165,N,N
100,356463,N,N
100,356758,N,N
100,357045,N,N
100,357327,N,N
100,357610,N,N
100,357900,N,N
100,358186,N,N
100,358482,N,N
100,358788,N,N
100,359086,N,N
100,359365,N,N
100,359634,N,N
100,359903,N,N
100,360182,N,N
100,360471,N,N
100,360763,N,N
100,361051,N,N
100,361343,N,N
100,361625,N,N
100,361894,N,N
100,362162,N,N
100,362451,N,N
100,362732,N,N
100,363026,N,N
100,363318,N,N
100,363606,N,N
100,363878,N,N
100,364158,N,N
100,364446,N,N
100,364730,N,N
100,365022,N,N
100,365330,N,N
100,365640,N,N
100,365914,N,N
100,366191,N,N
100,366482,N,N
100,366778,N,N
100,367063,N,N
100,367363,N,N
100,367674,N,N
100,367960,N,N
100,368247,N,N
100,368531,N,N
100,368824,N,N
100,369109,N,N
100,369410,N,N
100,369714,N,N
100,370010,N,N
100,370279,N,N
100,370557,N,N
100,370842,N,N
100,371131,N,N
100,371406,N,N
100,371703,N,N
100,372007,N,N
100,372299,N,N
100,372557,N,N
100,372834,N,N
100,373123,N,N
100,373428,N,N
100,373712,N,N
100,374000,N,N
100,374303,N,N
100,374595,N,N
100,374855,N,N
100,375124,N,N
100,375412,N,N
100,375715,N,N
100,375998,N,N
100,376287,N,N
100,376576,N,N
100,376861,N,N
100,377081,A,S
100,377404,N,N
100,377700,N,N
100,378005,N,N
100,378308,N,N
100,378608,N,N
100,378886,N,N
100,379159,N,N
100,379439,N,N
100,379731,N,N
100,380023,N,N
100,380312,N,N
100,380610,N,N
100,380898,N,N
100,381173,N,N
100,381452,N,N
100,381724,N,N
100,382014,N,N
100,382308,N,N
100,382607,N,N
100,382895,N,N
100,383183,N,N
100,383457,N,N
100,383743,N,N
100,384027,N,N
100,384317,N,N
100,384614,N,N
100,384915,N,N
100,385205,N,N
100,385487,N,N
100,385768,N,N
100,386050,N,N
100,386349,N,N
100,386649,N,N
100,386941,N,N
100,387241,N,N
100,387533,N,N
100,387811,N,N
100,388084,N,N
100,388373,N,N
100,388671,N,N
100,388979,N,N
100,389277,N,N
100,389563,N,N
100,389860,N,N
100,390149,N,N
100,390434,N,N
100,390730,N,N
100,391039,N,N
100,391344,N,N
100,391641,N,N
100,391924,N,N
100,392204,N,N
100,392493,N,N
100,392780,N,N
100,393077,N,N
100,393377,N,N
100,393674,N,N
100,393957,N,N
100,394243,N,N
100,394519,N,N
100,394801,N,N
100,395096,N,N
100,395401,N,N
100,395697,N,N
100,395989,N,N
100,396268,N,N
100,396553,N,N
100,396845,N,N
100,397133,N,N
100,397335,A,S
100,397704,N,N
100,398007,N,N
100,398294,N,N
100,398569,N,N
100,398853,N,N
100,399139,N,N
100,399436,N,N
100,399730,N,N
100,400023,N,N
100,400321,N,N
100,400599,N,N
100,400877,N,N
100,401163,N,N
100,401453,N,N
100,401757,N,N
100,402061,N,N
100,402361,N,N
100,402646,N,N
100,402933,N,N
100,403215,N,N
100,403509,N,N
100,403804,N,N
100,404100,N,N
100,404403,N,N
100,404697,N,N
100,404980,N,N
100,405255,N,N
100,405543,N,N
100,405836,N,N
100,406131,N,N
100,406425,N,N
100,406715,N,N
100,407005,N,N
100,407288,N,N
100,407559,N,N
100,407849,N,N
100,408151,N,N
100,408452,N,N
100,408746,N,N
100,409030,N,N
100,409314,N,N
100,409597,N,N
100,409881,N,N
100,410177,N,N
100,410477,N,N
100,410781,N,N
100,411071,N,N
100,411352,N,N
100,411632,N,N
100,411915,N,N
100,412206,N,N
100,412512,N,N
100,412816,N,N
100,413109,N,N
100,413402,N,N
100,413692,N,N
100,413969,N,N
100,414249,N,N
100,414541,N,N
100,414847,N,N
100,415143,N,N
100,415430,N,N
100,415703,N,N
100,415994,N,N
100,416275,N,N
100,416555,N,N
100,416849,N,N
100,417152,N,N
100,417445,N,N
100,417728,N,N
100,418006,N,N
100,418283,N,N
100,418577,N,N
100,418866,N,N
100,419155,N,N
100,419453,N,N
100,419745,N,N
100,420022,N,N
100,420302,N,N
100,420583,N,N
100,420873,N,N
100,421173,N,N
100,421474,N,N
100,421766,N,N
100,421994,A,S
100,422320,N,N
100,422603,N,N
100,422818,A,S
100,423164,N,N
100,423462,N,N
100,423767,N,N
100,424064,N,N
100,424339,N,N
100,424616,N,N
100,424893,N,N
100,425188,N,N
100,425491,N,N
100,425788,N,N
100,426078,N,N
100,426380,N,N
100,426661,N,N
100,426938,N,N
100,427225,N,N
100,427523,N,N
100,427827,N,N
100,428129,N,N
100,428413,N,N
100,428698,N,N
100,428992,N,N
100,429276,N,N
100,429558,N,N
100,429867,N,N
100,430165,N,N
100,430470,N,N
100,430754,N,N
100,431034,N,N
100,431315,N,N
100,431615,N,N
100,431910,N,N
100,432209,N,N
100,432509,N,N
100,432799,N,N
100,433082,N,N
100,433364,N,N
100,433648,N,N
100,433841,A,S
100,434211,N,N
100,434513,N,N
100,434810,N,N
100,435096,N,N
100,435370,N,N
100,435658,N,N
100,435951,N,N
100,436149,A,S
100,436512,N,N
100,436819,N,N
100,437118,N,N
100,437400,N,N
100,437682,N,N
100,437965,N,N
100,438268,N,N
100,438570,N,N
100,438865,N,N
100,439158,N,N
100,439454,N,N
100,439740,N,N
100,440022,N,N
100,440312,N,N
100,440622,N,N
100,440934,N,N
100,441230,N,N
100,441518,N,N
100,441814,N,N
100,442109,N,N
100,442406,N,N
100,442623,A,S
100,442992,N,N
