record_id,sample,raw_symbol,label,RR_current,RR_prev,RR_ratio,RR_local_mean,R_amplitude,QRS_duration,QRS_energy,ST_mean
100,5346,N,N,794.4444444444443,822.2222222222222,0.9727891156462585,816.6666666666666,0.82,6.0,7.571375000000001,-0.35444444444444445
100,5633,N,N,797.2222222222223,794.4444444444443,0.983718937446444,810.4166666666666,0.925,8.0,9.659675,-0.404320987654321
100,5918,N,N,791.6666666666666,797.2222222222223,0.9878682842287696,801.3888888888888,0.895,6.0,8.671700000000001,-0.39086419753086415
100,6214,N,N,822.2222222222222,791.6666666666666,1.025996533795494,801.3888888888888,0.955,7.0,9.061625,-0.37580246913580245
100,6527,N,N,869.4444444444445,822.2222222222222,1.0601185436071126,820.1388888888889,0.875,6.0,8.4212,-0.3748148148148149
100,6823,N,N,822.2222222222222,869.4444444444445,0.9949579831932773,826.3888888888888,0.84,6.0,8.82015,-0.4095679012345679
100,7106,N,N,786.1111111111111,822.2222222222222,0.9528619528619529,825.0,0.935,6.0,8.88885,-0.3704320987654321
100,7391,N,N,791.6666666666666,786.1111111111111,0.9685641461342397,817.361111111111,0.93,9.0,10.360300000000002,-0.3569753086419753
100,7670,N,N,775.0,791.6666666666666,0.9763779527559056,793.75,0.88,6.0,8.434075000000002,-0.38246913580246916
100,7953,N,N,786.1111111111111,775.0,1.0017699115044247,784.7222222222222,0.92,6.0,8.848375,-0.4264814814814815
100,8245,N,N,811.1111111111111,786.1111111111111,1.025460930640913,790.9722222222222,0.855,6.0,10.5082,-0.43987654320987657
100,8539,N,N,816.6666666666666,811.1111111111111,1.024390243902439,797.2222222222222,0.845,6.0,10.681449999999998,-0.4734567901234567
100,8837,N,N,827.7777777777777,816.6666666666666,1.0214224507283634,810.4166666666666,0.725,6.0,11.287125000000001,-0.5124074074074074
100,9141,N,N,844.4444444444445,827.7777777777777,1.0235690235690236,825.0,0.8,6.0,11.375800000000002,-0.49395061728395057
100,9431,N,N,805.5555555555555,844.4444444444445,0.9780775716694773,823.6111111111111,1.005,7.0,12.164299999999999,-0.4342592592592593
100,9710,N,N,775.0,805.5555555555555,0.9530315969257045,813.1944444444445,0.855,6.0,9.112050000000002,-0.3979012345679013
100,9998,N,N,800.0,775.0,0.9922480620155039,806.25,0.795,6.0,9.7645,-0.445
100,10282,N,N,788.8888888888889,800.0,0.9956178790534619,792.3611111111111,0.85,6.0,10.270125000000002,-0.459074074074074
100,10591,N,N,858.3333333333333,788.8888888888889,1.0655172413793104,805.5555555555554,0.955,6.0,10.984525,-0.43302469135802474
100,10894,N,N,841.6666666666666,858.3333333333333,1.0236486486486487,822.2222222222222,0.835,7.0,10.407150000000001,-0.43160493827160495
100,11191,N,N,825.0,841.6666666666666,0.9958088851634536,828.4722222222222,0.795,6.0,9.982225000000003,-0.44962962962962966
100,11480,N,N,802.7777777777778,825.0,0.9649415692821369,831.9444444444445,0.885,6.0,9.93215,-0.4377777777777777
100,11781,N,N,836.1111111111111,802.7777777777778,1.011764705882353,826.3888888888889,1.05,7.0,10.4924,-0.40814814814814815
100,12066,N,N,791.6666666666666,836.1111111111111,0.9726962457337884,813.8888888888888,0.85,6.0,8.731525,-0.39456790123456786
100,12350,N,N,788.8888888888889,791.6666666666666,0.9801553062985333,804.8611111111111,0.82,6.0,10.639125,-0.4875308641975309
100,12645,N,N,819.4444444444445,788.8888888888889,1.0128755364806867,809.0277777777778,0.85,6.0,10.689950000000001,-0.48555555555555563
100,12949,N,N,844.4444444444445,819.4444444444445,1.0410958904109588,811.1111111111111,0.885,7.0,11.109275,-0.4601234567901234
100,13266,N,N,880.5555555555555,844.4444444444445,1.0566666666666666,833.3333333333334,0.81,6.0,10.688125000000001,-0.4314814814814814
100,13562,N,N,822.2222222222222,880.5555555555555,0.9768976897689768,841.6666666666666,0.835,6.0,9.490675000000001,-0.4474691358024691
100,13842,N,N,777.7777777777778,822.2222222222222,0.9356725146198831,831.25,0.93,6.0,9.90595,-0.3982716049382716
100,14131,N,N,802.7777777777778,777.7777777777778,0.9780033840947546,820.8333333333334,0.925,6.0,9.091275000000001,-0.3902469135802469
100,14423,N,N,811.1111111111111,802.7777777777778,1.0095073465859983,803.4722222222222,0.77,5.0,8.599874999999997,-0.4302469135802469
100,14710,N,N,797.2222222222223,811.1111111111111,1.0,797.2222222222223,0.735,5.0,10.1983,-0.4807407407407407
100,15011,N,N,836.1111111111111,797.2222222222223,1.029940119760479,811.8055555555557,0.85,6.0,9.81115,-0.41827160493827154
100,15310,N,N,830.5555555555557,836.1111111111111,1.0144189991518238,818.75,0.85,6.0,8.8991,-0.38851851851851854
100,15607,N,N,825.0,830.5555555555557,1.0033783783783783,822.2222222222223,0.79,6.0,8.5151,-0.4130864197530865
100,15899,N,N,811.1111111111111,825.0,0.9823380992430613,825.6944444444446,0.775,6.0,8.622774999999999,-0.42796296296296304
100,16183,N,N,788.8888888888889,811.1111111111111,0.9692832764505119,813.8888888888889,1.02,7.0,10.5758,-0.4036419753086419
100,16464,N,N,780.5555555555555,788.8888888888889,0.9740034662045061,801.3888888888889,0.935,7.0,10.65445,-0.39537037037037037
100,16755,N,N,808.3333333333334,780.5555555555555,1.013937282229965,797.2222222222223,0.765,6.0,9.4511,-0.46111111111111114
100,17058,N,N,841.6666666666666,808.3333333333334,1.0457290767903364,804.8611111111111,0.86,6.0,9.151474999999998,-0.4126543209876543
100,17358,N,N,833.3333333333334,841.6666666666666,1.0212765957446808,815.9722222222223,0.945,6.0,8.775925,-0.3608024691358025
100,17657,N,N,830.5555555555557,833.3333333333334,1.002514668901928,828.4722222222223,1.02,9.0,10.515275,-0.3571604938271605
100,17947,N,N,805.5555555555555,830.5555555555557,0.9731543624161073,827.7777777777778,0.81,6.0,8.678499999999998,-0.43543209876543215
100,18227,N,N,777.7777777777778,805.5555555555555,0.9580838323353292,811.8055555555557,0.815,6.0,9.571000000000002,-0.4169135802469136
100,18514,N,N,797.2222222222223,777.7777777777778,0.9930795847750865,802.7777777777778,0.805,6.0,9.05435,-0.4230246913580247
100,18795,N,N,780.5555555555555,797.2222222222223,0.9876977152899823,790.2777777777778,0.705,7.0,9.381974999999999,-0.4458641975308642
100,19080,N,N,791.6666666666666,780.5555555555555,1.0061782877316858,786.8055555555555,0.775,5.0,9.805175,-0.4553086419753087
100,19388,N,N,855.5555555555555,791.6666666666666,1.0611541774332471,806.25,0.96,6.0,9.0974,-0.3625925925925926
100,19693,N,N,847.2222222222222,855.5555555555555,1.0347752332485156,818.75,0.955,8.0,8.761525,-0.32975308641975304
100,19989,N,N,822.2222222222222,847.2222222222222,0.9916247906197655,829.1666666666666,0.83,6.0,7.242375,-0.35246913580246914
100,20271,N,N,783.3333333333334,822.2222222222222,0.947103274559194,827.0833333333334,0.885,6.0,7.627725000000001,-0.34055555555555556
100,20554,N,N,786.1111111111111,783.3333333333334,0.9708404802744426,809.7222222222222,1.03,6.0,7.565875,-0.2862345679012345
100,20837,N,N,786.1111111111111,786.1111111111111,0.9895104895104894,794.4444444444446,0.91,7.0,6.8092500000000005,-0.2704320987654321
100,21131,N,N,816.6666666666666,786.1111111111111,1.0297723292469352,793.0555555555555,0.89,6.0,7.033075,-0.3210493827160494
100,21423,N,N,811.1111111111111,816.6666666666666,1.0138888888888888,800.0,0.985,7.0,8.274474999999999,-0.3132716049382716
100,21729,N,N,850.0,811.1111111111111,1.0417021276595746,815.9722222222222,1.045,6.0,7.406425,-0.27197530864197533
100,22029,N,N,833.3333333333334,850.0,1.006711409395973,827.7777777777778,0.915,7.0,7.1249,-0.2911728395061728
100,22321,N,N,811.1111111111111,833.3333333333334,0.9815126050420168,826.3888888888889,0.85,6.0,7.510425000000001,-0.3701234567901235
100,22603,N,N,783.3333333333334,811.1111111111111,0.9559322033898305,819.4444444444445,0.91,6.0,8.194450000000002,-0.36037037037037034
100,22881,N,N,772.2222222222223,783.3333333333334,0.9652777777777779,800.0,0.99,6.0,8.147125,-0.33216049382716045
100,23164,N,N,786.1111111111111,772.2222222222223,0.9973568281938326,788.1944444444443,0.875,6.0,7.39835,-0.32919753086419745
100,23453,N,N,802.7777777777778,786.1111111111111,1.0212014134275618,786.1111111111112,0.825,7.0,7.972975000000001,-0.3731481481481482
100,23756,N,N,841.6666666666666,802.7777777777778,1.0511708586296618,800.6944444444445,0.905,6.0,8.25605,-0.35728395061728396
100,24053,N,N,825.0,841.6666666666666,1.0136518771331058,813.8888888888889,0.99,6.0,8.673375000000002,-0.3221604938271605
100,24345,N,N,811.1111111111111,825.0,0.9889923793395426,820.1388888888889,0.875,6.0,7.194449999999999,-0.3414814814814815
100,24625,N,N,777.7777777777778,811.1111111111111,0.9556313993174063,813.8888888888888,0.835,6.0,8.467925,-0.42345679012345677
100,24913,N,N,800.0,777.7777777777778,0.9956784788245463,803.4722222222222,1.065,8.0,11.974375000000002,-0.3882098765432098
100,25197,N,N,788.8888888888889,800.0,0.9930069930069931,794.4444444444443,0.855,6.0,8.904449999999999,-0.3803703703703704
100,25485,N,N,800.0,788.8888888888889,1.0105263157894735,791.6666666666667,0.835,6.0,8.429775,-0.4016666666666666
100,25779,N,N,816.6666666666666,800.0,1.0190641247833623,801.3888888888888,0.91,7.0,9.4805,-0.38685185185185184
100,26088,N,N,858.3333333333333,816.6666666666666,1.0519148936170213,815.9722222222222,0.91,7.0,9.7226,-0.3596913580246914
100,26387,N,N,830.5555555555557,858.3333333333333,1.0050420168067227,826.3888888888889,0.86,7.0,8.303424999999999,-0.3924074074074074
100,26670,N,N,786.1111111111111,830.5555555555557,0.9552742616033754,822.9166666666667,0.77,6.0,9.249525,-0.44549382716049385
100,26952,N,N,783.3333333333334,786.1111111111111,0.9616368286445013,814.5833333333334,0.955,6.0,9.957575,-0.39561728395061724
100,27237,N,N,791.6666666666666,783.3333333333334,0.9921671018276762,797.9166666666666,0.945,6.0,9.162574999999999,-0.34808641975308646
100,27536,N,N,830.5555555555557,791.6666666666666,1.0409051348999132,797.9166666666666,0.895,6.0,7.1115,-0.3287037037037037
100,27833,N,N,825.0,830.5555555555557,1.0214961306964747,807.6388888888889,0.94,7.0,9.662350000000002,-0.42864197530864206
100,28132,N,N,830.5555555555557,825.0,1.0135593220338983,819.4444444444445,0.915,7.0,10.681375000000001,-0.4257407407407408
100,28431,N,N,830.5555555555557,830.5555555555557,1.001675041876047,829.1666666666667,0.89,6.0,10.224275,-0.4238271604938271
100,28727,N,N,822.2222222222222,830.5555555555557,0.9941225860621326,827.0833333333334,0.76,6.0,9.17305,-0.41320987654320984
100,29014,N,N,797.2222222222223,822.2222222222222,0.9720575783234547,820.1388888888889,0.735,5.0,10.00285,-0.44753086419753085
100,29294,N,N,777.7777777777778,797.2222222222223,0.963855421686747,806.9444444444445,0.895,6.0,9.786349999999999,-0.4133333333333333
100,29580,N,N,794.4444444444443,777.7777777777778,0.9956483899042645,797.9166666666666,0.995,8.0,10.307425,-0.333641975308642
100,29873,N,N,813.8888888888889,794.4444444444443,1.0226876090750439,795.8333333333333,0.955,7.0,8.8959,-0.35845679012345677
100,30182,N,N,858.3333333333333,813.8888888888889,1.0582191780821917,811.1111111111111,0.925,6.0,8.436875,-0.37635802469135804
100,30487,N,N,847.2222222222222,858.3333333333333,1.0226320201173513,828.4722222222222,1.01,6.0,8.894375000000002,-0.34555555555555556
100,30779,N,N,811.1111111111111,847.2222222222222,0.9741451209341117,832.6388888888889,0.875,6.0,7.922099999999999,-0.34864197530864194
100,31065,N,N,794.4444444444443,811.1111111111111,0.959731543624161,827.7777777777777,0.92,6.0,8.318075,-0.37123456790123455
100,31348,N,N,786.1111111111111,794.4444444444443,0.9708404802744426,809.7222222222222,0.975,6.0,8.341825,-0.33148148148148143
100,31635,N,N,797.2222222222223,786.1111111111111,1.0000000000000002,797.2222222222222,0.9,7.0,8.964875,-0.3542592592592592
100,31927,N,N,811.1111111111111,797.2222222222223,1.0174216027874565,797.2222222222222,0.8,7.0,9.328875,-0.4222222222222223
100,32224,N,N,825.0,811.1111111111111,1.0250215703192407,804.8611111111111,0.905,6.0,10.251624999999999,-0.4342592592592593
100,32529,N,N,847.2222222222222,825.0,1.0330228619813717,820.1388888888889,1.005,9.0,12.137375,-0.4045061728395062
100,32836,N,N,852.7777777777777,847.2222222222222,1.02248126561199,834.0277777777777,0.92,6.0,10.1095,-0.3957407407407407
100,33127,N,N,808.3333333333334,852.7777777777777,0.97,833.3333333333334,0.89,6.0,10.442050000000002,-0.44913580246913576
100,33403,N,N,766.6666666666667,808.3333333333334,0.9363867684478372,818.75,0.89,5.0,9.284775,-0.3962962962962963
100,33691,N,N,800.0,766.6666666666667,0.9913941480206541,806.9444444444445,1.085,8.0,10.640975000000001,-0.34660493827160493
100,33980,N,N,802.7777777777778,800.0,1.0104895104895106,794.4444444444445,0.87,6.0,8.179424999999998,-0.36333333333333334
100,34274,N,N,816.6666666666666,802.7777777777778,1.025283347863993,796.5277777777777,0.9,6.0,9.192675000000001,-0.4211728395061728
100,34575,N,N,836.1111111111111,816.6666666666666,1.0273037542662116,813.8888888888889,1.035,6.0,9.530050000000003,-0.3520987654320988
100,34870,N,N,819.4444444444445,836.1111111111111,1.0008481764206956,818.75,1.0,6.0,8.4895,-0.33820987654320994
100,35168,N,N,827.7777777777777,819.4444444444445,1.0033670033670032,825.0,0.895,6.0,8.473075000000001,-0.3797530864197531
100,35455,N,N,797.2222222222223,827.7777777777777,0.9720575783234547,820.1388888888889,0.925,6.0,8.640525,-0.3854938271604938
100,35736,N,N,780.5555555555555,797.2222222222223,0.9681309216192937,806.25,1.03,6.0,8.850249999999999,-0.328641975308642
100,36016,N,N,777.7777777777778,780.5555555555555,0.9773123909249564,795.8333333333334,0.97,6.0,8.48885,-0.3373456790123457
100,36309,N,N,813.8888888888889,777.7777777777778,1.0271691498685365,792.3611111111111,0.925,8.0,10.015125000000001,-0.39611111111111114
100,36605,N,N,822.2222222222222,813.8888888888889,1.0295652173913041,798.6111111111112,0.94,6.0,9.494924999999999,-0.40888888888888897
100,36916,N,N,863.8888888888889,822.2222222222222,1.0542372881355935,819.4444444444443,0.985,6.0,9.432075,-0.36901234567901237
100,37215,N,N,830.5555555555557,863.8888888888889,0.9974979149291077,832.6388888888889,0.89,6.0,8.4193,-0.36401234567901236
100,37499,N,N,788.8888888888889,830.5555555555557,0.9546218487394958,826.3888888888889,0.83,5.0,8.5228,-0.4018518518518518
100,37782,N,N,786.1111111111111,788.8888888888889,0.9617672047578589,817.3611111111111,0.915,6.0,8.652299999999999,-0.36962962962962964
100,38071,N,N,802.7777777777778,786.1111111111111,1.000865800865801,802.0833333333334,0.995,6.0,8.323875,-0.3346913580246914
100,38356,N,N,791.6666666666666,802.7777777777778,0.9991235758106923,792.3611111111111,0.865,6.0,7.9613499999999995,-0.3601234567901234
100,38651,N,N,819.4444444444445,791.6666666666666,1.0243055555555556,800.0,0.85,7.0,9.660775,-0.4368518518518518
100,38950,N,N,830.5555555555557,819.4444444444445,1.0239726027397262,811.1111111111111,0.89,5.0,9.564599999999999,-0.40092592592592585
100,39252,N,N,838.8888888888889,830.5555555555557,1.0228619813717188,820.1388888888889,0.965,6.0,8.211725,-0.30030864197530865
100,39547,N,N,819.4444444444445,838.8888888888889,0.9907640638119228,827.0833333333333,0.82,7.0,7.235424999999999,-0.3181481481481481
100,39825,N,N,772.2222222222223,819.4444444444445,0.9471890971039183,815.2777777777778,0.805,6.0,9.238400000000002,-0.42543209876543203
100,40096,N,N,752.7777777777777,772.2222222222223,0.9458987783595112,795.8333333333334,0.92,6.0,8.595374999999999,-0.36851851851851847
100,40382,N,N,794.4444444444443,752.7777777777777,1.0123893805309734,784.7222222222222,0.87,6.0,8.699875,-0.36944444444444446
100,40677,N,N,819.4444444444445,794.4444444444443,1.0442477876106195,784.7222222222222,0.76,7.0,8.7163,-0.4069135802469135
100,40970,N,N,813.8888888888889,819.4444444444445,1.023580786026201,795.1388888888889,0.82,6.0,10.146550000000001,-0.4648148148148148
100,41271,N,N,836.1111111111111,813.8888888888889,1.02468085106383,815.9722222222222,0.9,7.0,10.17595,-0.3819753086419753
100,41567,N,N,822.2222222222222,836.1111111111111,0.99915611814346,822.9166666666666,0.875,6.0,8.0902,-0.35259259259259257
100,41849,N,N,783.3333333333334,822.2222222222222,0.962457337883959,813.8888888888889,0.78,5.0,9.4956,-0.4527160493827161
100,42117,N,N,744.4444444444445,783.3333333333334,0.9346120313862251,796.5277777777777,0.84,6.0,10.090925,-0.4443827160493827
100,42416,N,N,830.5555555555557,744.4444444444445,1.0445414847161574,795.1388888888889,0.965,7.0,11.066425,-0.4212962962962963
100,42697,N,N,780.5555555555555,830.5555555555557,0.9946902654867256,784.7222222222223,0.88,8.0,10.846224999999999,-0.4551234567901234
100,42996,N,N,830.5555555555557,780.5555555555555,1.042720139494333,796.5277777777778,0.81,6.0,10.8044,-0.4743827160493827
100,43307,N,N,863.8888888888889,830.5555555555557,1.0453781512605043,826.3888888888889,0.91,6.0,9.549775,-0.4007407407407407
100,43603,N,N,822.2222222222222,863.8888888888889,0.9974726200505476,824.3055555555555,0.85,7.0,8.730550000000001,-0.3604938271604939
100,43892,N,N,802.7777777777778,822.2222222222222,0.9673640167364016,829.8611111111112,0.86,7.0,9.499825000000001,-0.42067901234567895
100,44172,N,N,777.7777777777778,802.7777777777778,0.9523809523809524,816.6666666666666,0.86,5.0,9.310725,-0.40592592592592597
100,44455,N,N,786.1111111111111,777.7777777777778,0.9860627177700348,797.2222222222222,0.92,7.0,9.434175,-0.37061728395061727
100,44743,N,N,800.0,786.1111111111111,1.0105263157894735,791.6666666666667,0.935,6.0,8.455675000000001,-0.3520987654320988
100,45030,N,N,797.2222222222223,800.0,1.0087873462214414,790.2777777777777,0.855,6.0,8.244175,-0.4069135802469136
100,45323,N,N,813.8888888888889,797.2222222222223,1.0182450043440485,799.3055555555557,0.85,6.0,8.893275000000001,-0.40179012345679016
100,45628,N,N,847.2222222222222,813.8888888888889,1.0400682011935207,814.5833333333334,0.96,6.0,8.711825000000001,-0.3669753086419753
100,45925,N,N,825.0,847.2222222222222,1.0050761421319796,820.8333333333334,0.795,5.0,8.5097,-0.4175925925925925
100,46204,N,N,775.0,825.0,0.9505962521294719,815.2777777777778,0.825,6.0,10.5571,-0.43759259259259253
100,46478,N,N,761.1111111111111,775.0,0.9489177489177489,802.0833333333333,0.94,7.0,10.29375,-0.4141358024691357
100,46759,N,N,780.5555555555555,761.1111111111111,0.9938107869142351,785.4166666666667,0.71,5.0,9.118350000000001,-0.414320987654321
100,47037,N,N,772.2222222222223,780.5555555555555,1.0000000000000002,772.2222222222222,0.72,6.0,10.717925,-0.5031481481481482
100,47334,N,N,825.0,772.2222222222223,1.0513274336283187,784.7222222222222,0.775,6.0,9.722025,-0.44271604938271614
100,47632,N,N,827.7777777777777,825.0,1.0329289428076256,801.3888888888889,0.895,8.0,10.244275,-0.3927777777777777
100,47919,N,N,797.2222222222223,827.7777777777777,0.9896551724137932,805.5555555555555,0.795,7.0,9.485399999999998,-0.4195061728395062
100,48202,N,N,786.1111111111111,797.2222222222223,0.9716738197424892,809.0277777777778,0.735,6.0,9.9332,-0.4855555555555555
100,48486,N,N,788.8888888888889,786.1111111111111,0.9861111111111112,800.0,0.84,5.0,9.6548,-0.4057407407407408
100,48766,N,N,777.7777777777778,788.8888888888889,0.9876543209876543,787.5000000000001,0.92,6.0,9.3176,-0.38709876543209876
100,49040,N,N,761.1111111111111,777.7777777777778,0.9776984834968778,778.4722222222222,0.87,6.0,8.4698,-0.38246913580246916
100,49323,N,N,786.1111111111111,761.1111111111111,1.0098126672613739,778.4722222222222,0.875,6.0,9.06085,-0.4216666666666666
100,49618,N,N,819.4444444444445,786.1111111111111,1.0424028268551238,786.1111111111111,0.905,6.0,8.432424999999999,-0.36759259259259264
100,49923,N,N,847.2222222222222,819.4444444444445,1.0544511668107173,803.4722222222222,0.91,6.0,8.6768,-0.38135802469135804
100,50214,N,N,808.3333333333334,847.2222222222222,0.9914821124361158,815.2777777777778,0.855,6.0,9.18475,-0.4335185185185185
100,50491,N,N,769.4444444444445,808.3333333333334,0.9486301369863014,811.1111111111111,0.815,6.0,9.915325000000001,-0.45604938271604933
100,50771,N,N,777.7777777777778,769.4444444444445,0.971379011274935,800.6944444444445,0.94,6.0,8.87255,-0.3666666666666667
100,51056,N,N,791.6666666666666,777.7777777777778,1.0061782877316858,786.8055555555555,0.9,6.0,8.267975,-0.3475925925925926
100,51339,N,N,786.1111111111111,791.6666666666666,1.0062222222222221,781.25,0.78,6.0,9.020775000000002,-0.43580246913580245
100,51626,N,N,797.2222222222223,786.1111111111111,1.0114537444933922,788.1944444444445,0.815,6.0,9.894,-0.4205555555555555
100,51921,N,N,819.4444444444445,797.2222222222223,1.0260869565217392,798.6111111111111,0.975,6.0,8.286150000000001,-0.33444444444444443
100,52216,N,N,819.4444444444445,819.4444444444445,1.0172413793103448,805.5555555555555,0.9,6.0,8.0896,-0.3434567901234568
100,52506,N,N,805.5555555555555,819.4444444444445,0.9940017137960582,810.4166666666667,0.805,6.0,8.2447,-0.40598765432098766
100,52784,N,N,772.2222222222223,805.5555555555555,0.9602763385146806,804.1666666666666,0.845,6.0,8.560925000000001,-0.36358024691358026
100,53063,N,N,775.0,772.2222222222223,0.9772329246935202,793.0555555555555,0.965,6.0,7.9249,-0.32469135802469135
100,53341,N,N,772.2222222222223,775.0,0.9884444444444446,781.25,0.86,6.0,7.491474999999999,-0.3589506172839506
100,53631,N,N,805.5555555555555,772.2222222222223,1.031111111111111,781.25,0.775,7.0,9.004725,-0.4259259259259258
100,53923,N,N,811.1111111111111,805.5555555555555,1.025460930640913,790.9722222222222,0.885,6.0,8.253824999999999,-0.36728395061728397
100,54219,N,N,822.2222222222222,811.1111111111111,1.0242214532871972,802.7777777777777,0.915,7.0,7.567175000000001,-0.32709876543209876
100,54507,N,N,800.0,822.2222222222222,0.9879931389365352,809.7222222222222,0.81,7.0,6.940625,-0.339320987654321
100,54784,N,N,769.4444444444445,800.0,0.960971379011275,800.6944444444443,0.835,6.0,8.6431,-0.41111111111111115
100,55064,N,N,777.7777777777778,769.4444444444445,0.98159509202454,792.3611111111111,0.94,6.0,7.48565,-0.31364197530864196
100,55343,N,N,775.0,777.7777777777778,0.9928825622775801,780.5555555555555,0.92,7.0,7.01195,-0.29376543209876543
100,55625,N,N,783.3333333333334,775.0,1.0089445438282647,776.3888888888889,0.87,9.0,8.700375000000001,-0.36030864197530865
100,55908,N,N,786.1111111111111,783.3333333333334,1.0071174377224197,780.5555555555557,0.78,6.0,8.441600000000001,-0.4204320987654321
100,56207,N,N,830.5555555555557,786.1111111111111,1.046369203849519,793.75,0.85,7.0,8.186325,-0.3471604938271605
100,56502,N,N,819.4444444444445,830.5555555555557,1.0181190681622088,804.8611111111111,0.965,6.0,7.562575000000001,-0.3128395061728395
100,56784,N,N,783.3333333333334,819.4444444444445,0.9732528041415013,804.8611111111112,0.895,9.0,9.26025,-0.36092592592592593
100,57055,N,N,752.7777777777777,783.3333333333334,0.9450741063644288,796.5277777777778,0.845,6.0,8.422975,-0.39438271604938274
100,57333,N,N,772.2222222222223,752.7777777777777,0.9875666074600356,781.9444444444445,0.975,6.0,8.611775000000002,-0.353641975308642
100,57615,N,N,783.3333333333334,772.2222222222223,1.013477088948787,772.9166666666667,0.835,6.0,8.74835,-0.3683950617283951
100,57900,N,N,791.6666666666666,783.3333333333334,1.021505376344086,775.0,0.86,8.0,9.598424999999999,-0.42154320987654315
100,58192,N,N,811.1111111111111,791.6666666666666,1.02726473175022,789.5833333333333,0.83,6.0,8.793625,-0.38654320987654317
100,58490,N,N,827.7777777777777,811.1111111111111,1.0302506482281761,803.4722222222223,0.94,6.0,7.6377749999999995,-0.331358024691358
100,58788,N,N,827.7777777777777,827.7777777777777,1.0161977834612104,814.5833333333334,0.87,6.0,7.1091500000000005,-0.3292592592592593
100,59077,N,N,802.7777777777778,827.7777777777777,0.982158028887001,817.3611111111111,0.795,6.0,7.957325,-0.3975308641975309
100,59354,N,N,769.4444444444445,802.7777777777778,0.953528399311532,806.9444444444443,0.9,6.0,7.4287,-0.31549382716049384
100,59631,N,N,769.4444444444445,769.4444444444445,0.9710780017528484,792.3611111111111,0.9,7.0,7.3793999999999995,-0.3114197530864198
100,59919,N,N,800.0,769.4444444444445,1.0185676392572944,785.4166666666666,0.755,6.0,7.456125,-0.34740740740740733
100,60214,N,N,819.4444444444445,800.0,1.0378188214599826,789.5833333333333,0.825,8.0,9.767425,-0.4453703703703703
100,60515,N,N,836.1111111111111,819.4444444444445,1.037037037037037,806.25,0.835,9.0,10.0844,-0.38395061728395063
100,60817,N,N,838.8888888888889,836.1111111111111,1.018549747048904,823.6111111111111,0.85,7.0,7.71835,-0.3366049382716049
100,61105,N,N,800.0,838.8888888888889,0.9713322091062395,823.6111111111111,0.75,7.0,7.3527000000000005,-0.36734567901234566
100,61391,N,N,794.4444444444443,800.0,0.9719626168224298,817.3611111111111,0.745,6.0,8.479600000000001,-0.4485802469135803
100,61680,N,N,802.7777777777778,794.4444444444443,0.9922746781115881,809.0277777777777,0.835,6.0,8.429950000000002,-0.3616666666666667
100,61963,N,N,786.1111111111111,802.7777777777778,0.9877835951134382,795.8333333333333,0.91,7.0,8.129550000000002,-0.3169753086419753
